수집일,수집시각,사이트,카테고리,순위,브랜드,상품명,가격,광고여부,링크,이미지
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,1,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 7입 - 단독 기프트박스 증정 (공식수입),34000,N,https://gift.kakao.com/product/2301047,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260730085615_4b56c128b0dd4f359841aedea29c71a4.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,2,정관장,면역력 선물 [정관장] 에브리타임 레귤러 (10ml x 30포) _ 대한민국 명품 홍삼정농축액 함유,67000,N,https://gift.kakao.com/product/556025,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260515114737_72d5f06336df4f1bb0ac76742d341ed7.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,3,옵티젠,한국인 맞춤 비타민 옵티젠 이뮨 멀티비타민&미네랄 10입 / 1박스 (+GIFT 쇼핑백),26900,N,https://gift.kakao.com/product/7608679,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260703114353_3ee4124918ae4776af8a6954e0a43f76.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,4,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 30입 - 시그니처 기프트 에디션 (공식수입),100000,N,https://gift.kakao.com/product/2484405,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260718112704_e8942030fa4b4fee80048cf5f99aba09.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,5,정관장,에너지선물 [정관장] 활기력 에너지박스 (20ml x 20병),39900,N,https://gift.kakao.com/product/7066484,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251229091939_791c223811644c668143bf9605284b3f.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,6,정관장,"[정관장] 활기력부스터 박스 (400mg x 20정 + 20ml x 20병,이중복합제형)",55000,N,https://gift.kakao.com/product/6371333,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260604162347_d9a2dc348f2b4310b0ddb7f5aa38290a.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,7,그레인온,[그레인온] 골드 카무트 브랜드밀 효소 3개월(+선물포장)+9포추가+고단백질바 증정,43900,N,https://gift.kakao.com/product/13180343,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260813194905_07fda1bd45724fc480c4627516c0e5ff.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,8,뉴트리포유,명품 비타민 뉴트리포유 듀얼+ 이뮨 종합 멀티비타민&미네랄 7입+2입 증정 - 선물하기 단독 에디션,19900,N,https://gift.kakao.com/product/10056171,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260219100848_1c2cc8073bd44eaab9f09d6b8fb8f34c.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,9,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 10입 - 슬리브 기프트 에디션 (공식수입),43900,N,https://gift.kakao.com/product/11866425,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260715133556_5b220cca6be34a0aa6491af5bca27f47.jpg
2026-08-14,2026-08-14 15:46,카카오선물하기,건강식품·영양제,10,센트룸,[센트룸] 맛있는 멀티비타민 미네랄 멀티구미 (80구미),24000,N,https://gift.kakao.com/product/7320451,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260727143734_a39f5d922bc441539a9749fd1faf6574.jpg
